EventGroupName,transect,LocationID,Dead,Unrooted,HitsInQuadrat,family,genus,species,nativity
Spring_2021,C,MGP_03_POL,FALSE,FALSE,0,FABACEAE,Vicia,sativa,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,0,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,3,POACEAE,Avena,barbata,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,6,POACEAE,Danthonia,californica,NATIVE
Spring_2021,C,MGP_03_POL,TRUE,FALSE,2,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,2,POACEAE,Bromus,vulgaris,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,1,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,C,MGP_03_POL,FALSE,FALSE,0,POACEAE,Aira,caryophyllea,NATURALIZED
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,3,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,8,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,44,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,4,POACEAE,Avena,barbata,NATURALIZED
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,4,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,6,POACEAE,Danthonia,californica,NATIVE
Spring_2021,A,MGP_01_HWY,FALSE,TRUE,1,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,1,CONVOLVULACEAE,Calystegia,macrostegia,NATIVE
Spring_2021,A,MGP_01_HWY,FALSE,FALSE,1,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,1,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,8,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,0,ASTERACEAE,Pseudognaphalium,californicum,NATIVE
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,3,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,45,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,4,POACEAE,Avena,barbata,NATURALIZED
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,3,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,C,MGP_01_HWY,TRUE,FALSE,3,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,0,LINACEAE,Linum,bienne,NATURALIZED
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,0,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,1,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,2,POACEAE,Festuca,bromoides,NATURALIZED
Spring_2021,C,MGP_01_HWY,FALSE,FALSE,2,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,19,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,28,POACEAE,Briza,maxima,NATURALIZED
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,20,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2021,A,MGP_02_OLH,FALSE,TRUE,2,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,1,FABACEAE,Vicia,sativa,NATURALIZED
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,0,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2021,A,MGP_02_OLH,FALSE,TRUE,0,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,2,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,2,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,A,MGP_02_OLH,FALSE,FALSE,5,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,A,MGP_02_OLH,FALSE,TRUE,2,POACEAE,Briza,maxima,NATURALIZED
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,B,MGP_02_OLH,TRUE,FALSE,29,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,1,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,23,POACEAE,Briza,maxima,NATURALIZED
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,19,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,2,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,5,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,0,FABACEAE,Vicia,sativa,NATURALIZED
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,4,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,B,MGP_02_OLH,FALSE,TRUE,1,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,3,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,3,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,B,MGP_02_OLH,TRUE,FALSE,4,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2021,B,MGP_02_OLH,FALSE,FALSE,2,ROSACEAE,Fragaria,vesca,NATIVE
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,14,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,16,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,32,POACEAE,Briza,maxima,NATURALIZED
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,4,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,0,POACEAE,STIPA,UNKNOWN STIPA,UNKNOWN
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,2,POACEAE,Bromus,diandrus,NATURALIZED
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,7,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,2,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,C,MGP_02_OLH,FALSE,FALSE,0,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,11,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,1,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,28,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,13,POACEAE,Avena,barbata,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,1,ASTERACEAE,Sonchus,oleraceus,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,0,LINACEAE,Linum,bienne,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,7,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,0,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,0,FABACEAE,Vicia,sativa,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,0,ASTERACEAE,Madia,sativa,NATIVE
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,2,POACEAE,Festuca,perennis,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,7,POACEAE,Festuca,bromoides,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,1,ASTERACEAE,Logfia,gallica,NATURALIZED
Spring_2021,B,MGP_01_HWY,FALSE,FALSE,1,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
VC_CapeIvy_2022,A,,FALSE,FALSE,1,APIACEAE,Heracleum,maximum,NATIVE
VC_CapeIvy_2022,A,,FALSE,FALSE,3,LICHEN,LICHEN,LICHEN,NOTPLANT
VC_CapeIvy_2022,A,,FALSE,FALSE,20,LITTER,LITTER,LITTER,NOTPLANT
VC_CapeIvy_2022,A,,FALSE,FALSE,3,WOOD,WOOD,WOOD,NOTPLANT
VC_CapeIvy_2022,A,,FALSE,FALSE,3,APOCYNACEAE,Vinca,major,NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,13,8227,8717,unkpoa-2022-vc1a,UNKNOWN
VC_CapeIvy_2022,A,,FALSE,FALSE,3,8685,8717,unk-2022-vc1a,UNKNOWN
VC_CapeIvy_2022,A,,FALSE,FALSE,2,4215,4197,unk-ribes-2022,NATIVE
VC_CapeIvy_2022,A,,FALSE,FALSE,1,8685,8717,unidentifiable-2022,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,4,8227,8717,2022-thin-hairy-grass,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,1,4163,4169,unk-geranium-2022,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,2,6918,6883,2022-unk-galium,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,50,SAPINDACEAE,Aesculus,californica,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,25,ASTERACEAE,Delairea,odorata,NATURALIZED
VC_CapeIvy_2022,B,,FALSE,FALSE,2,4215,4197,unk-ribes-2022,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,2,ROSACEAE,Rubus,ursinus,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,8,MONTIACEAE,Claytonia,perfoliata,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,1,8685,8717,unk-2022-vc1a,UNKNOWN
VC_CapeIvy_2022,B,,FALSE,FALSE,4,8227,8717,unkpoa-2022-vc1a,UNKNOWN
VC_CapeIvy_2022,B,,FALSE,FALSE,2,6918,6883,2022-unk-galium,NATIVE OR NATURALIZED
VC_CapeIvy_2022,B,,FALSE,FALSE,6,8227,8717,2022-thin-hairy-grass,NATIVE OR NATURALIZED
VC_CapeIvy_2022,B,,FALSE,FALSE,1,415,8717,api-2022-vc1a,UNKNOWN
VC_CapeIvy_2022,B,,FALSE,FALSE,45,SAPINDACEAE,Aesculus,californica,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,12,LITTER,LITTER,LITTER,NOTPLANT
VC_CapeIvy_2022,B,,FALSE,FALSE,1,LICHEN,LICHEN,LICHEN,NOTPLANT
VC_CapeIvy_2022,C,,FALSE,FALSE,3,LITTER,LITTER,LITTER,NOTPLANT
VC_CapeIvy_2022,C,,FALSE,FALSE,44,ASTERACEAE,Delairea,odorata,NATURALIZED
VC_CapeIvy_2022,C,,FALSE,FALSE,10,URTICACEAE,Urtica,dioica,NATIVE
VC_CapeIvy_2022,C,,FALSE,FALSE,31,SAPINDACEAE,Aesculus,californica,NATIVE
VC_CapeIvy_2022,C,,FALSE,FALSE,1,LICHEN,LICHEN,LICHEN,NOTPLANT
VC_CapeIvy_2022,C,,FALSE,FALSE,2,WOOD,WOOD,WOOD,NOTPLANT
VC_CapeIvy_2022,A,,FALSE,FALSE,5,LITTER,LITTER,LITTER,NOTPLANT
VC_CapeIvy_2022,A,,FALSE,FALSE,43,ASTERACEAE,Delairea,odorata,NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,3,APIACEAE,Heracleum,maximum,NATIVE
VC_CapeIvy_2022,A,,FALSE,FALSE,1,6918,6883,2022-unk-galium,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,4,8227,8717,2022-thin-hairy-grass,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,FALSE,FALSE,1,8718,8717,2022-unk-forb-1,NATIVE OR NATURALIZED
VC_CapeIvy_2022,A,,TRUE,FALSE,3,ROSACEAE,Rubus,ursinus,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,27,OXALIDACEAE,Oxalis,pes-caprae,NATURALIZED
VC_CapeIvy_2022,B,,FALSE,FALSE,11,ASTERACEAE,Delairea,odorata,NATURALIZED
VC_CapeIvy_2022,B,,FALSE,FALSE,50,CUPRESSACEAE,Sequoia,sempervirens,NATIVE
VC_CapeIvy_2022,B,,FALSE,FALSE,13,LITTER,LITTER,LITTER,NOTPLANT
VC_CapeIvy_2022,B,,FALSE,FALSE,0,,,,
VC_CapeIvy_2022,C,,FALSE,FALSE,5,6918,6883,2022-unk-galium,NATIVE OR NATURALIZED
VC_CapeIvy_2022,C,,FALSE,FALSE,43,ASTERACEAE,Delairea,odorata,NATURALIZED
VC_CapeIvy_2022,C,,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
VC_CapeIvy_2022,C,,FALSE,FALSE,18,SAPINDACEAE,Aesculus,californica,NATIVE
VC_CapeIvy_2022,C,,FALSE,FALSE,1,ASTERACEAE,Delairea,odorata,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,3,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,38,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,6,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,0,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,0,ASTERACEAE,MADIA,,NATIVE
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,2,LINACEAE,Linum,bienne,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,0,ASTERACEAE,Carduus,pycnocephalus,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,0,POACEAE,Festuca,perennis,NATURALIZED
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,0,PLANTAGINACEAE,PLANTAGO,UNK,UNKNOWN
Spring_2022,B,MGP_01_HWY,FALSE,FALSE,2,POACEAE,STIPA,UNK,NATIVE
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,5,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,15,POACEAE,Briza,maxima,NATURALIZED
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,9,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,37,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,11,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,0,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,0,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,1,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2022,A,MGP_02_OLH,FALSE,FALSE,1,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,10,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,6,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,2,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,8,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,3,ROSACEAE,Rubus,ursinus,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,7,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,4,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,3,POACEAE,Briza,maxima,NATURALIZED
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,1,ASTERACEAE,Artemisia,californica,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,3,POACEAE,Stipa,purpurata,NATURALIZED
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,0,RHAMNACEAE,Frangula,californica,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,4,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2022,B,MGP_02_OLH,TRUE,FALSE,18,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,B,MGP_02_OLH,FALSE,FALSE,1,Poaceae,unknown,unknown,UNKNOWN
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,35,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,26,POACEAE,Briza,maxima,NATURALIZED
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,15,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,0,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,6,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,4,Poaceae,unknown,unknown,UNKNOWN
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,1,POACEAE,Festuca,temulenta,NATURALIZED
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,2,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,1,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,0,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,1,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2022,C,MGP_02_OLH,FALSE,FALSE,3,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,B,MGP_03_POL,FALSE,FALSE,4,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,B,MGP_03_POL,FALSE,FALSE,10,POACEAE,Bromus,hordeaceus,NATURALIZED
Spring_2022,B,MGP_03_POL,FALSE,FALSE,24,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,B,MGP_03_POL,FALSE,FALSE,13,CAPRIFOLIACEAE,Lonicera,hispidula,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,2,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,B,MGP_03_POL,FALSE,FALSE,8,Cyperaceae,carex,,UNKNOWN
Spring_2022,B,MGP_03_POL,FALSE,FALSE,7,juncaceae,juncus,unknown,UNKNOWN
Spring_2022,B,MGP_03_POL,FALSE,FALSE,5,POACEAE,Danthonia,californica,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,1,Poaceae,unknown,unknown,UNKNOWN
Spring_2022,B,MGP_03_POL,FALSE,FALSE,2,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,B,MGP_03_POL,FALSE,FALSE,10,ROSACEAE,Rubus,ursinus,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,3,POACEAE,Elymus,glaucus,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,4,ANACARDIACEAE,Toxicodendron,diversilobum,NATIVE
Spring_2022,B,MGP_03_POL,TRUE,FALSE,3,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,1,ROSACEAE,Cotoneaster,pannosus,NATURALIZED
Spring_2022,B,MGP_03_POL,FALSE,FALSE,5,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,3,RHAMNACEAE,Frangula,californica,NATIVE
Spring_2022,B,MGP_03_POL,FALSE,FALSE,2,POACEAE,Briza,maxima,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,2,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,C,MGP_03_POL,FALSE,FALSE,1,MOSS,MOSS,MOSS,NOTPLANT
Spring_2022,C,MGP_03_POL,FALSE,FALSE,41,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,14,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,0,POACEAE,Briza,maxima,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,5,LINACEAE,Linum,bienne,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,3,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,1,POACEAE,Danthonia,californica,NATIVE
Spring_2022,C,MGP_03_POL,FALSE,FALSE,5,POACEAE,Elymus,glaucus,NATIVE
Spring_2022,C,MGP_03_POL,FALSE,FALSE,7,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,C,MGP_03_POL,FALSE,FALSE,1,ASTERACEAE,Hypochaeris,radicata,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,0,POACEAE,Bromus,hordeaceus,NATURALIZED
Spring_2022,C,MGP_03_POL,FALSE,FALSE,2,Poaceae,unknown,unknown,UNKNOWN
Spring_2022,C,MGP_03_POL,FALSE,FALSE,2,RHAMNACEAE,Frangula,californica,NATIVE
Spring_2022,A,MGP_03_POL,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,A,MGP_03_POL,FALSE,FALSE,32,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,13,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,0,POACEAE,Briza,maxima,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,5,LINACEAE,Linum,bienne,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,2,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,10,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,A,MGP_03_POL,FALSE,FALSE,0,POACEAE,Bromus,catharticus,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,0,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2022,A,MGP_03_POL,FALSE,FALSE,0,ASTERACEAE,Hypochaeris,radicata,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,0,ASTERACEAE,Madia,gracilis,NATIVE
Spring_2022,A,MGP_03_POL,FALSE,FALSE,1,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2022,A,MGP_03_POL,FALSE,FALSE,1,Cyperaceae,carex,,UNKNOWN
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,41,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,5,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,4,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,3,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,0,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,C,MGP_01_HWY,FALSE,FALSE,1,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,5,LITTER,LITTER,LITTER,NOTPLANT
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,1,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,5,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,7,POACEAE,Avena,barbata,NATURALIZED
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,41,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,3,POACEAE,Stipa,pulchra,NATIVE
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,0,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,1,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,5,POACEAE,Danthonia,californica,NATIVE
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,0,CONVOLVULACEAE,Calystegia,purpurata,NATIVE
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,0,asteraceae,Sonchus,unknown,NATURALIZED
Spring_2022,A,MGP_01_HWY,FALSE,FALSE,0,Fabaceae,Vicia,Unknown,UNKNOWN
